name	toadSmoke
speed   25
type 	none
shadow	0
remove 0
alpha 1

animationscript data/scripts/spawns.c








anim	idle
	delay	7
	offset	60 52
	frame	data/chars/kyuubiNaruto/565.gif
	offset	78 80
	frame	data/chars/kyuubiNaruto/566.gif
	offset	82 130
	frame	data/chars/kyuubiNaruto/567.gif
	offset	86 162
	frame	data/chars/kyuubiNaruto/568.gif
	offset	88 168
	frame	data/chars/kyuubiNaruto/569.gif
	offset	94 172
	frame	data/chars/kyuubiNaruto/570.gif
	offset	98 174
	frame	data/chars/kyuubiNaruto/571.gif
	offset	102 174
	frame	data/chars/kyuubiNaruto/572.gif
	offset	104 174
	frame	data/chars/kyuubiNaruto/573.gif
	offset	102 176
	frame	data/chars/kyuubiNaruto/574.gif
	offset	92 172
	frame	data/chars/kyuubiNaruto/575.gif
	offset	66 166
	frame	data/chars/kyuubiNaruto/576.gif
	offset	64 164
	frame	data/chars/kyuubiNaruto/577.gif
	offset	66 158
	frame	data/chars/kyuubiNaruto/578.gif
	offset	64 152
	frame	data/chars/kyuubiNaruto/579.gif
	frame	data/chars/misc/empty.gif
	@cmd	killentity getlocalvar("self")
	frame	data/chars/misc/empty.gif
		
#|edited by openBor Stats v 0.67
		
