name	EKenpachi
health	500
mp      300
speed	15
type	enemy
subtype chase
aimove chase
aggression 32
subject_to_screen 1
cantgrab 1
riseinv 2 0
makeinv 2 0
escapehits 1
candamage player npc obstacle
candamage player npc
hostile npc player
shadow 3
animationscript data/scripts/spawns.c
lifebarstatus 380 5 0 1 0 0 0 0 0
lifeposition 50 235
nameposition 60 225
iconposition 50 360
ondeathscript data/scripts/bossdeath.c
script data/scripts/bosses/update.c
takedamagescript data/scripts/bosses/attacked.c
palette none
atchain 1 1 2 3

load kenSlashGround
load groundPoundHarder
load kenSliceForward
load kenDownwardSlash
load kenDownwardSlashImpact
load kenBankaiSlam
load kenTransformLight
load kenRisingSlash
load kenSliceForwardHit
load kenHit

weapons KenpachiTransform EKenpachi
weaploss 3




anim	attack1
	loop	0
	range	0 30
	delay	3
	offset	58 116
	bbox	44 70 31 47
	sound	data/sounds/Att.wav
	frame	data/chars/Kenpachi/Att1.gif
	frame	data/chars/Kenpachi/Att2.gif
	attack	69 32 50 86 5
	frame	data/chars/Kenpachi/Att3.gif
	attack	0 0 0 0 0 0
	frame	data/chars/Kenpachi/Att4.gif
		
anim	attack2
	loop	0
	delay	10
	offset	58 116
	bbox	44 66 37 50
	sound	data/sounds/Att.wav
	frame	data/chars/Kenpachi/2Att1.gif
	frame	data/chars/Kenpachi/2Att2.gif
	bbox	46 68 47 48
	attack	69 32 50 86 10 0 0 0 0 0
	frame	data/chars/Kenpachi/2Att3.gif
	bbox	40 70 43 47
	attack	0 0 0 0 0 0 0 0 0 0
	frame	data/chars/Kenpachi/2Att4.gif
		
anim	attack3
	delay	7
	offset	12 61
	frame	data/chars/Kenpachi/26.gif
	@cmd	leaper 0 4 0
	offset	28 63
	frame	data/chars/Kenpachi/27.gif
	offset	28 63
	frame	data/chars/Kenpachi/27.gif
	offset	32 97
	frame	data/chars/Kenpachi/28.gif
	attack	34 10 36 52 15 1 1 0 0 0
	@cmd	leaper 0 -6 0
	offset	33 57
	frame	data/chars/Kenpachi/29.gif
	offset	39 47
	frame	data/chars/Kenpachi/30.gif
	offset	33 45
	frame	data/chars/Kenpachi/31.gif
	offset	24 60
	frame	data/chars/Kenpachi/32.gif
		
anim	fall
	bbox	5 6 40 46
	delay	7
	offset	23 54
	frame	data/chars/Kenpachi/99.gif
	bbox	8 6 52 32
	offset	34 31
	frame	data/chars/Kenpachi/96.gif
	bbox	2 10 52 32
	offset	32 36
	frame	data/chars/Kenpachi/97.gif
	bbox	3 2 65 16
	offset	39 17
	frame	data/chars/Kenpachi/101.gif
		
anim	follow1
	delay	7
	weaponframe	28 1
	offset	51 61
	frame	data/chars/Kenpachi/81.gif
	offset	51 61
	frame	data/chars/Kenpachi/81.gif
	offset	51 61
	frame	data/chars/Kenpachi/81.gif
	offset	51 61
	frame	data/chars/Kenpachi/81.gif
	offset	51 61
	frame	data/chars/Kenpachi/81.gif
	offset	51 61
	frame	data/chars/Kenpachi/81.gif
	offset	51 61
	frame	data/chars/Kenpachi/81.gif
	offset	51 61
	frame	data/chars/Kenpachi/82.gif
	@cmd	pause_all 1 400
	@cmd	pause_self 1 400
	@cmd	spawnbind "g_charge2" -10 0 -20
	offset	51 61
	frame	data/chars/Kenpachi/83.gif
	@cmd	spawnbind "kenTransformLight" 0 0 -230
	@cmd	pause_all 1 200
	offset	36 55
	frame	data/chars/Kenpachi/71.gif
	offset	36 55
	frame	data/chars/Kenpachi/72.gif
	offset	36 55
	frame	data/chars/Kenpachi/71.gif
	offset	36 55
	frame	data/chars/Kenpachi/72.gif
	offset	36 55
	frame	data/chars/Kenpachi/71.gif
	offset	36 55
	frame	data/chars/Kenpachi/72.gif
	offset	36 55
	frame	data/chars/Kenpachi/71.gif
	offset	36 55
	frame	data/chars/Kenpachi/72.gif
	offset	36 55
	frame	data/chars/Kenpachi/71.gif
	offset	36 55
	frame	data/chars/Kenpachi/72.gif
	offset	36 55
	frame	data/chars/Kenpachi/71.gif
	offset	36 55
	frame	data/chars/Kenpachi/72.gif
	offset	36 55
	frame	data/chars/Kenpachi/71.gif
	offset	36 55
	frame	data/chars/Kenpachi/72.gif
	offset	36 55
	frame	data/chars/Kenpachi/71.gif
	offset	36 55
	frame	data/chars/Kenpachi/72.gif
	offset	36 55
	frame	data/chars/Kenpachi/71.gif
	offset	36 55
	frame	data/chars/Kenpachi/72.gif
	offset	36 55
	frame	data/chars/Kenpachi/71.gif
	offset	36 55
	frame	data/chars/Kenpachi/72.gif
		
anim	freespecial
	bbox	6 3 33 56
	delay	7
	offset	22 60
	frame	data/chars/Kenpachi/63.gif
	@cmd	pause_all 1 100
	@cmd	spawnbind "g_charge2" -10 0 -20
	offset	44 54
	frame	data/chars/Kenpachi/64.gif
	offset	44 54
	frame	data/chars/Kenpachi/64.gif
	offset	44 54
	frame	data/chars/Kenpachi/64.gif
	offset	44 54
	frame	data/chars/Kenpachi/64.gif
	offset	44 54
	frame	data/chars/Kenpachi/64.gif
	offset	44 54
	frame	data/chars/Kenpachi/64.gif
	offset	44 54
